datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2024-01-18 19-10-07,877,470,407,253,com.yangcong345.android.phone,3883,80.0
2024-01-18 19-10-12,748,400,348,7,com.yangcong345.android.phone,3883,127
2024-01-18 19-10-17,683,338,345,114,com.yangcong345.android.phone,3883,151
2024-01-18 19-10-22,545,300,245,252,com.yangcong345.android.phone,3883,134
2024-01-18 19-10-27,640,357,283,110,com.yangcong345.android.phone,3883,156
2024-01-18 19-10-32,428,221,207,369,com.yangcong345.android.phone,3883,134
2024-01-18 19-10-38,338,214,124,400,com.yangcong345.android.phone,3883,96.5
2024-01-18 19-10-42,489,193,296,304,com.yangcong345.android.phone,3883,67.8
2024-01-18 19-10-48,342,221,121,454,com.yangcong345.android.phone,3883,164
2024-01-18 19-10-52,530,287,243,263,com.yangcong345.android.phone,3883,163
2024-01-18 19-10-57,781,384,397,122,com.yangcong345.android.phone,3883,193
2024-01-18 19-11-02,759,376,383,14,com.yangcong345.android.phone,3883,137
2024-01-18 19-11-07,611,311,300,186,com.yangcong345.android.phone,3883,167
2024-01-18 19-11-12,494,257,237,300,com.yangcong345.android.phone,3883,123
2024-01-18 19-11-17,452,224,228,341,com.yangcong345.android.phone,3883,124
2024-01-18 19-11-22,500,255,245,300,com.yangcong345.android.phone,3883,141
2024-01-18 19-11-27,717,423,294,55,com.yangcong345.android.phone,3883,96.7
2024-01-18 19-11-32,414,200,214,382,com.yangcong345.android.phone,3883,103
2024-01-18 19-11-37,479,245,234,310,com.yangcong345.android.phone,3883,100
2024-01-18 19-11-42,403,183,220,390,com.yangcong345.android.phone,3883,80.0
2024-01-18 19-11-47,560,239,321,236,com.yangcong345.android.phone,3883,107
2024-01-18 19-11-52,536,225,311,261,com.yangcong345.android.phone,3883,85.7
2024-01-18 19-11-57,628,307,321,171,com.yangcong345.android.phone,3883,135
2024-01-18 19-12-02,607,261,346,189,com.yangcong345.android.phone,3883,207
2024-01-18 19-12-07,555,262,293,221,com.yangcong345.android.phone,3883,110
2024-01-18 19-12-12,468,229,239,323,com.yangcong345.android.phone,3883,125
2024-01-18 19-12-17,593,250,343,190,com.yangcong345.android.phone,3883,53.3
2024-01-18 19-12-22,517,193,324,279,com.yangcong345.android.phone,3883,34.4
2024-01-18 19-12-27,439,214,225,357,com.yangcong345.android.phone,3883,100
2024-01-18 19-12-32,520,230,290,260,com.yangcong345.android.phone,3883,90.0
2024-01-18 19-12-37,938,552,386,234,com.yangcong345.android.phone,3883,196
2024-01-18 19-12-42,524,248,276,266,com.yangcong345.android.phone,3883,151
2024-01-18 19-12-47,670,317,353,127,com.yangcong345.android.phone,3883,86.6
2024-01-18 19-12-52,466,238,228,328,com.yangcong345.android.phone,3883,144
2024-01-18 19-12-57,629,275,354,164,com.yangcong345.android.phone,3883,96.4
2024-01-18 19-13-02,669,324,345,34,com.yangcong345.android.phone,3883,82.7
2024-01-18 19-13-07,572,268,304,225,com.yangcong345.android.phone,3883,210
2024-01-18 19-13-12,350,157,193,446,com.yangcong345.android.phone,3883,92.8
2024-01-18 19-13-17,417,186,231,379,com.yangcong345.android.phone,3883,110
2024-01-18 19-13-22,425,175,250,371,com.yangcong345.android.phone,3883,42.8
2024-01-18 19-13-27,345,161,184,452,com.yangcong345.android.phone,3883,90.3
2024-01-18 19-13-32,614,317,297,179,com.yangcong345.android.phone,3883,144
2024-01-18 19-13-37,839,418,421,191,com.yangcong345.android.phone,3883,121
2024-01-18 19-13-42,498,224,274,279,com.yangcong345.android.phone,3883,155
2024-01-18 19-13-47,467,200,267,330,com.yangcong345.android.phone,3883,66.6
2024-01-18 19-13-52,531,255,276,262,com.yangcong345.android.phone,3883,148
2024-01-18 19-13-57,561,243,318,236,com.yangcong345.android.phone,3883,67.8
2024-01-18 19-14-02,597,269,328,166,com.yangcong345.android.phone,3883,124
2024-01-18 19-14-07,493,248,245,281,com.yangcong345.android.phone,3883,203
2024-01-18 19-14-12,510,248,262,286,com.yangcong345.android.phone,3883,182
2024-01-18 19-14-17,714,428,286,14,com.yangcong345.android.phone,3883,103
2024-01-18 19-14-22,529,238,291,259,com.yangcong345.android.phone,3883,118
2024-01-18 19-14-27,558,255,303,234,com.yangcong345.android.phone,3883,96.5
2024-01-18 19-14-32,707,390,317,7,com.yangcong345.android.phone,3883,196
2024-01-18 19-14-37,487,247,240,290,com.yangcong345.android.phone,3883,150
2024-01-18 19-14-42,513,234,279,283,com.yangcong345.android.phone,3883,113
2024-01-18 19-14-47,707,350,357,7,com.yangcong345.android.phone,3883,132
2024-01-18 19-14-52,665,393,272,69,com.yangcong345.android.phone,3883,113
2024-01-18 19-14-57,383,179,204,414,com.yangcong345.android.phone,3883,60.7
2024-01-18 19-15-02,624,314,310,134,com.yangcong345.android.phone,3883,151
2024-01-18 19-15-07,424,186,238,372,com.yangcong345.android.phone,3883,41.3
2024-01-18 19-15-12,820,427,393,123,com.yangcong345.android.phone,3883,140
2024-01-18 19-15-17,440,233,207,357,com.yangcong345.android.phone,3883,100
2024-01-18 19-15-22,407,168,239,389,com.yangcong345.android.phone,3883,39.2
2024-01-18 19-15-27,397,186,211,400,com.yangcong345.android.phone,3883,100
2024-01-18 19-15-32,497,268,229,300,com.yangcong345.android.phone,3883,110
2024-01-18 19-15-37,431,214,217,366,com.yangcong345.android.phone,3883,124
2024-01-18 19-15-42,361,170,191,433,com.yangcong345.android.phone,3883,87.8
2024-01-18 19-15-47,361,161,200,436,com.yangcong345.android.phone,3883,100
2024-01-18 19-15-52,557,297,260,237,com.yangcong345.android.phone,3883,143
2024-01-18 19-15-57,427,217,210,366,com.yangcong345.android.phone,3883,120
2024-01-18 19-16-02,676,390,286,117,com.yangcong345.android.phone,3883,131
2024-01-18 19-16-07,576,248,328,221,com.yangcong345.android.phone,3883,48.2
2024-01-18 19-16-12,506,234,272,290,com.yangcong345.android.phone,3883,113
2024-01-18 19-16-17,600,243,357,193,com.yangcong345.android.phone,3883,156
2024-01-18 19-16-22,713,348,365,48,com.yangcong345.android.phone,3883,174
2024-01-18 19-16-27,817,410,407,59,com.yangcong345.android.phone,3883,213
2024-01-18 19-16-32,434,217,217,362,com.yangcong345.android.phone,3883,131
2024-01-18 19-16-38,694,365,329,74,com.yangcong345.android.phone,3883,105
2024-01-18 19-16-42,418,197,221,383,com.yangcong345.android.phone,3883,103
2024-01-18 19-16-47,496,248,248,300,com.yangcong345.android.phone,3883,155
2024-01-18 19-16-52,476,252,224,324,com.yangcong345.android.phone,3883,137
2024-01-18 19-16-57,555,238,317,241,com.yangcong345.android.phone,3883,79.3
2024-01-18 19-17-02,479,231,248,321,com.yangcong345.android.phone,3883,148
2024-01-18 19-17-08,600,314,286,89,com.yangcong345.android.phone,3883,151
2024-01-18 19-17-12,503,214,289,293,com.yangcong345.android.phone,3883,78.5
2024-01-18 19-17-17,600,272,328,186,com.yangcong345.android.phone,3883,272
2024-01-18 19-17-23,563,269,294,84,com.yangcong345.android.phone,3883,121
2024-01-18 19-17-27,439,214,225,350,com.yangcong345.android.phone,3883,125
2024-01-18 19-17-32,407,186,221,389,com.yangcong345.android.phone,3883,103
2024-01-18 19-17-37,537,257,280,260,com.yangcong345.android.phone,3883,193
2024-01-18 19-17-43,560,260,300,143,com.yangcong345.android.phone,3883,113
2024-01-18 19-17-48,743,390,353,40,com.yangcong345.android.phone,3883,130
2024-01-18 19-17-53,703,386,317,72,com.yangcong345.android.phone,3883,262
2024-01-18 19-17-58,559,245,314,234,com.yangcong345.android.phone,3883,158
2024-01-18 19-18-03,578,281,297,113,com.yangcong345.android.phone,3883,158
2024-01-18 19-18-08,469,210,259,324,com.yangcong345.android.phone,3883,58.6
2024-01-18 19-18-13,593,283,310,193,com.yangcong345.android.phone,3883,117
2024-01-18 19-18-18,482,232,250,318,com.yangcong345.android.phone,3883,202
2024-01-18 19-18-23,410,164,246,386,com.yangcong345.android.phone,3883,28.5
2024-01-18 19-18-28,379,176,203,417,com.yangcong345.android.phone,3883,100
2024-01-18 19-18-33,545,300,245,248,com.yangcong345.android.phone,3883,165
2024-01-18 19-18-38,569,286,283,224,com.yangcong345.android.phone,3883,127
2024-01-18 19-18-43,528,269,259,272,com.yangcong345.android.phone,3883,168
2024-01-18 19-18-48,552,276,276,245,com.yangcong345.android.phone,3883,151
2024-01-18 19-18-53,656,359,297,7,com.yangcong345.android.phone,3883,200
2024-01-18 19-18-58,271,119,152,442,com.yangcong345.android.phone,3883,167
2024-01-18 19-19-03,476,279,197,324,com.yangcong345.android.phone,3883,120
2024-01-18 19-19-08,472,234,238,328,com.yangcong345.android.phone,3883,151
2024-01-18 19-19-14,544,269,275,122,com.yangcong345.android.phone,3883,50.0
2024-01-18 19-19-18,530,217,313,270,com.yangcong345.android.phone,3883,150
2024-01-18 19-19-23,397,214,183,400,com.yangcong345.android.phone,3883,131
2024-01-18 19-19-28,508,254,254,293,com.yangcong345.android.phone,3883,78.5
2024-01-18 19-19-33,343,143,200,450,com.yangcong345.android.phone,3883,35.7
2024-01-18 19-19-38,319,113,206,481,com.yangcong345.android.phone,3883,25.0
2024-01-18 19-19-43,593,293,300,200,com.yangcong345.android.phone,3883,117
2024-01-18 19-19-48,535,276,259,255,com.yangcong345.android.phone,3883,124
2024-01-18 19-19-53,355,131,224,407,com.yangcong345.android.phone,3883,34.4
2024-01-18 19-19-58,459,245,214,334,com.yangcong345.android.phone,3883,106
2024-01-18 19-20-03,321,157,164,479,com.yangcong345.android.phone,3883,50.0
2024-01-18 19-20-08,566,307,259,224,com.yangcong345.android.phone,3883,124
2024-01-18 19-20-13,279,104,175,521,com.yangcong345.android.phone,3883,50.0
2024-01-18 19-20-18,584,284,300,161,com.yangcong345.android.phone,3883,135
2024-01-18 19-20-23,607,259,348,190,com.yangcong345.android.phone,3883,103
2024-01-18 19-20-28,316,153,163,477,com.yangcong345.android.phone,3883,136
2024-01-18 19-20-33,317,169,148,472,com.yangcong345.android.phone,3883,103
2024-01-18 19-20-38,372,193,179,403,com.yangcong345.android.phone,3883,106
2024-01-18 19-20-43,325,157,168,471,com.yangcong345.android.phone,3883,100
2024-01-18 19-20-48,336,150,186,461,com.yangcong345.android.phone,3883,85.7
2024-01-18 19-20-53,425,200,225,368,com.yangcong345.android.phone,3883,57.1
2024-01-18 19-20-58,273,107,166,524,com.yangcong345.android.phone,3883,37.9
2024-01-18 19-21-03,314,169,145,483,com.yangcong345.android.phone,3883,106
2024-01-18 19-21-08,550,321,229,243,com.yangcong345.android.phone,3883,167
2024-01-18 19-21-13,827,479,348,190,com.yangcong345.android.phone,3883,141
2024-01-18 19-21-18,466,266,200,328,com.yangcong345.android.phone,3883,155
2024-01-18 19-21-23,375,193,182,418,com.yangcong345.android.phone,3883,107
2024-01-18 19-21-28,672,268,404,129,com.yangcong345.android.phone,3883,192
2024-01-18 19-21-33,545,286,259,186,com.yangcong345.android.phone,3883,127
2024-01-18 19-21-38,531,293,238,234,com.yangcong345.android.phone,3883,96.5
2024-01-18 19-21-43,366,145,221,428,com.yangcong345.android.phone,3883,17.2
2024-01-18 19-21-48,375,150,225,421,com.yangcong345.android.phone,3883,46.4
2024-01-18 19-21-53,375,204,171,418,com.yangcong345.android.phone,3883,96.4
2024-01-18 19-21-58,717,400,317,79,com.yangcong345.android.phone,3883,62.0
2024-01-18 19-22-03,297,129,168,504,com.yangcong345.android.phone,3883,60.7
2024-01-18 19-22-08,576,328,248,138,com.yangcong345.android.phone,3883,220
2024-01-18 19-22-13,456,228,228,345,com.yangcong345.android.phone,3883,137
2024-01-18 19-22-18,607,280,327,77,com.yangcong345.android.phone,3883,176
2024-01-18 19-22-23,439,200,239,357,com.yangcong345.android.phone,3883,132
2024-01-18 19-22-28,531,245,286,228,com.yangcong345.android.phone,3883,103
2024-01-18 19-22-33,462,200,262,331,com.yangcong345.android.phone,3883,217
2024-01-18 19-22-38,462,210,252,331,com.yangcong345.android.phone,3883,86.2
2024-01-18 19-22-43,342,121,221,432,com.yangcong345.android.phone,3883,14.2
2024-01-18 19-22-48,458,229,229,343,com.yangcong345.android.phone,3883,100
2024-01-18 19-22-53,450,277,173,350,com.yangcong345.android.phone,3883,103
2024-01-18 19-22-58,593,283,310,110,com.yangcong345.android.phone,3883,82.7
2024-01-18 19-23-04,285,97,188,509,com.yangcong345.android.phone,3883,9.3
2024-01-18 19-23-08,638,376,262,38,com.yangcong345.android.phone,3883,93.1
2024-01-18 19-23-13,353,164,189,421,com.yangcong345.android.phone,3883,92.8
2024-01-18 19-23-18,656,390,266,138,com.yangcong345.android.phone,3883,196
2024-01-18 19-23-23,793,429,364,39,com.yangcong345.android.phone,3883,214
2024-01-18 19-23-28,365,179,186,436,com.yangcong345.android.phone,3883,103
2024-01-18 19-23-34,666,369,297,16,com.yangcong345.android.phone,3883,184
