datatime,package,pid,pss,java_heap,native_heap,system
2024-01-18 18-57-15,com.yangcong345.android.phone,3883,1977.95,45.46,1131.42,600.03
2024-01-18 18-57-20,com.yangcong345.android.phone,3883,2011.33,80.55,1130.96,613.32
2024-01-18 18-57-25,com.yangcong345.android.phone,3883,1976.44,43.75,1131.29,608.98
2024-01-18 18-57-30,com.yangcong345.android.phone,3883,1984.79,43.84,1137.38,609.2
2024-01-18 18-57-35,com.yangcong345.android.phone,3883,2008.7,47.25,1139.11,608.92
2024-01-18 18-57-40,com.yangcong345.android.phone,3883,2023.37,77.56,1139.62,609.11
2024-01-18 18-57-45,com.yangcong345.android.phone,3883,2007.48,67.55,1130.06,609.32
2024-01-18 18-57-50,com.yangcong345.android.phone,3883,1985.9,45.88,1134.44,609.35
2024-01-18 18-57-55,com.yangcong345.android.phone,3883,1974.41,44.96,1129.2,609.61
2024-01-18 18-58-00,com.yangcong345.android.phone,3883,1989.4,46.73,1135.07,609.69
2024-01-18 18-58-05,com.yangcong345.android.phone,3883,2031.28,70.21,1145.59,609.78
2024-01-18 18-58-10,com.yangcong345.android.phone,3883,1983.53,42.05,1138.22,609.6
2024-01-18 18-58-15,com.yangcong345.android.phone,3883,2010.49,61.26,1143.33,609.82
2024-01-18 18-58-20,com.yangcong345.android.phone,3883,2011.32,44.96,1137.41,609.54
2024-01-18 18-58-25,com.yangcong345.android.phone,3883,2013.55,46.05,1137.86,609.33
2024-01-18 18-58-30,com.yangcong345.android.phone,3883,2011.21,45.46,1137.68,609.39
2024-01-18 18-58-35,com.yangcong345.android.phone,3883,2020.57,53.27,1137.71,609.34
2024-01-18 18-58-40,com.yangcong345.android.phone,3883,2013.85,44.95,1137.98,609.17
2024-01-18 18-58-45,com.yangcong345.android.phone,3883,2008.72,45.41,1142.62,610.72
2024-01-18 18-58-50,com.yangcong345.android.phone,3883,2026.67,57.25,1148.88,610.71
2024-01-18 18-58-55,com.yangcong345.android.phone,3883,1995.97,58.25,1143.82,614.64
2024-01-18 18-59-00,com.yangcong345.android.phone,3883,1996.75,48.8,1151.19,614.68
2024-01-18 18-59-05,com.yangcong345.android.phone,3883,2002.59,45.53,1148.34,616.44
2024-01-18 18-59-10,com.yangcong345.android.phone,3883,1989.62,45.32,1147.6,617.52
2024-01-18 18-59-15,com.yangcong345.android.phone,3883,1997.21,45.55,1143.5,628.35
2024-01-18 18-59-20,com.yangcong345.android.phone,3883,2004.49,45.6,1144.23,628.41
2024-01-18 18-59-25,com.yangcong345.android.phone,3883,2024.96,49.61,1145.92,628.52
2024-01-18 18-59-30,com.yangcong345.android.phone,3883,2036.01,47.54,1145.28,628.54
2024-01-18 18-59-35,com.yangcong345.android.phone,3883,2037.33,47.39,1153.07,628.67
2024-01-18 18-59-40,com.yangcong345.android.phone,3883,2040.12,50.32,1152.92,628.72
2024-01-18 18-59-45,com.yangcong345.android.phone,3883,2028.65,47.39,1141.9,637.28
2024-01-18 18-59-50,com.yangcong345.android.phone,3883,2030.57,47.12,1141.41,638.28
2024-01-18 18-59-55,com.yangcong345.android.phone,3883,2049.18,47.17,1147.72,638.41
2024-01-18 19-00-00,com.yangcong345.android.phone,3883,2031.5,47.56,1126.63,659.84
2024-01-18 19-00-05,com.yangcong345.android.phone,3883,2066.43,67.35,1136.66,659.87
2024-01-18 19-00-10,com.yangcong345.android.phone,3883,2058.04,51.89,1142.47,659.76
2024-01-18 19-00-16,com.yangcong345.android.phone,3883,2039.84,49.89,1146.41,659.63
2024-01-18 19-00-21,com.yangcong345.android.phone,3883,2031.13,44.72,1147.45,659.79
2024-01-18 19-00-26,com.yangcong345.android.phone,3883,2034.14,44.36,1140.89,659.69
2024-01-18 19-00-31,com.yangcong345.android.phone,3883,2040.46,49.22,1140.88,659.57
2024-01-18 19-00-36,com.yangcong345.android.phone,3883,2040.51,48.82,1139.54,659.64
2024-01-18 19-00-41,com.yangcong345.android.phone,3883,2055.84,63.98,1139.34,659.74
2024-01-18 19-00-46,com.yangcong345.android.phone,3883,2048.23,49.29,1146.18,660.57
2024-01-18 19-00-51,com.yangcong345.android.phone,3883,2052.68,49.27,1151.72,660.67
2024-01-18 19-00-56,com.yangcong345.android.phone,3883,2074.58,69.51,1151.73,660.7
2024-01-18 19-01-01,com.yangcong345.android.phone,3883,2053.59,49.12,1151.77,660.81
2024-01-18 19-01-06,com.yangcong345.android.phone,3883,2053.98,49.52,1151.72,660.84
2024-01-18 19-01-11,com.yangcong345.android.phone,3883,2049.13,49.53,1151.34,660.94
2024-01-18 19-01-16,com.yangcong345.android.phone,3883,2044.88,53.02,1161.48,663.88
2024-01-18 19-01-21,com.yangcong345.android.phone,3883,2056.39,49.44,1153.14,665.66
2024-01-18 19-01-26,com.yangcong345.android.phone,3883,2081.57,74.41,1153.2,665.7
2024-01-18 19-01-31,com.yangcong345.android.phone,3883,2072.64,58.75,1160.86,665.73
2024-01-18 19-01-36,com.yangcong345.android.phone,3883,2063.18,49.91,1160.79,665.77
2024-01-18 19-01-41,com.yangcong345.android.phone,3883,2063.36,49.88,1160.75,665.84
2024-01-18 19-01-46,com.yangcong345.android.phone,3883,2070.78,49.6,1167.25,665.88
2024-01-18 19-01-51,com.yangcong345.android.phone,3883,2059.89,44.6,1158.09,674.1
2024-01-18 19-01-56,com.yangcong345.android.phone,3883,2084.32,49.49,1159.39,673.62
2024-01-18 19-02-01,com.yangcong345.android.phone,3883,2073.34,49.3,1158.2,673.73
2024-01-18 19-02-06,com.yangcong345.android.phone,3883,2096.57,64.89,1166.28,673.77
2024-01-18 19-02-11,com.yangcong345.android.phone,3883,2086.09,57.87,1158.64,680.23
2024-01-18 19-02-16,com.yangcong345.android.phone,3883,2087.92,53.27,1173.08,680.26
2024-01-18 19-02-21,com.yangcong345.android.phone,3883,2086.74,49.68,1165.22,680.3
2024-01-18 19-02-26,com.yangcong345.android.phone,3883,2086.93,49.75,1165.23,680.4
2024-01-18 19-02-31,com.yangcong345.android.phone,3883,2082.63,49.98,1165.11,680.43
2024-01-18 19-02-36,com.yangcong345.android.phone,3883,2080.55,54.19,1159.44,693.56
2024-01-18 19-02-41,com.yangcong345.android.phone,3883,2090.06,50.22,1159.69,693.61
2024-01-18 19-02-46,com.yangcong345.android.phone,3883,2100.23,53.99,1163.03,696.83
2024-01-18 19-02-51,com.yangcong345.android.phone,3883,2097.31,50.04,1163.06,696.86
2024-01-18 19-02-56,com.yangcong345.android.phone,3883,2116.93,68.95,1163.02,696.91
2024-01-18 19-03-01,com.yangcong345.android.phone,3883,2117.58,69.53,1163.04,696.95
2024-01-18 19-03-06,com.yangcong345.android.phone,3883,2108.52,61.1,1163.05,697.05
2024-01-18 19-03-11,com.yangcong345.android.phone,3883,2112.22,53.75,1171.97,697.0
2024-01-18 19-03-16,com.yangcong345.android.phone,3883,2114.12,67.63,1162.85,696.82
2024-01-18 19-03-21,com.yangcong345.android.phone,3883,2124.36,58.64,1162.97,696.51
2024-01-18 19-03-26,com.yangcong345.android.phone,3883,2113.56,49.93,1165.81,699.95
2024-01-18 19-03-31,com.yangcong345.android.phone,3883,2112.51,52.23,1159.53,699.89
2024-01-18 19-03-37,com.yangcong345.android.phone,3883,2105.31,50.24,1164.53,700.22
2024-01-18 19-03-42,com.yangcong345.android.phone,3883,2131.47,79.05,1157.79,700.18
2024-01-18 19-03-47,com.yangcong345.android.phone,3883,2109.84,50.14,1165.89,700.12
2024-01-18 19-03-52,com.yangcong345.android.phone,3883,2122.51,50.05,1163.66,707.06
2024-01-18 19-03-57,com.yangcong345.android.phone,3883,2097.27,45.04,1164.37,706.83
2024-01-18 19-04-02,com.yangcong345.android.phone,3883,2162.23,80.82,1165.78,706.56
2024-01-18 19-04-07,com.yangcong345.android.phone,3883,2144.83,63.74,1166.05,706.57
2024-01-18 19-04-12,com.yangcong345.android.phone,3883,2123.73,48.21,1157.88,714.5
2024-01-18 19-04-17,com.yangcong345.android.phone,3883,2130.81,49.07,1165.56,714.41
2024-01-18 19-04-22,com.yangcong345.android.phone,3883,2132.35,48.7,1165.43,714.57
2024-01-18 19-04-28,com.yangcong345.android.phone,3883,2135.42,49.06,1165.63,721.47
2024-01-18 19-04-33,com.yangcong345.android.phone,3883,2121.88,48.7,1156.09,721.5
2024-01-18 19-04-38,com.yangcong345.android.phone,3883,2119.56,48.34,1155.85,721.63
2024-01-18 19-04-43,com.yangcong345.android.phone,3883,2127.04,53.23,1155.5,729.59
2024-01-18 19-04-48,com.yangcong345.android.phone,3883,2117.52,48.65,1146.97,730.38
2024-01-18 19-04-53,com.yangcong345.android.phone,3883,2124.19,52.45,1160.85,730.66
2024-01-18 19-04-58,com.yangcong345.android.phone,3883,2125.67,48.8,1159.57,731.76
2024-01-18 19-05-03,com.yangcong345.android.phone,3883,2131.56,48.86,1159.67,737.4
2024-01-18 19-05-08,com.yangcong345.android.phone,3883,2161.45,78.97,1159.46,737.39
2024-01-18 19-05-13,com.yangcong345.android.phone,3883,2130.94,48.64,1159.3,737.39
2024-01-18 19-05-18,com.yangcong345.android.phone,3883,2130.38,49.08,1158.36,737.39
2024-01-18 19-05-23,com.yangcong345.android.phone,3883,2139.96,48.65,1159.3,737.39
2024-01-18 19-05-28,com.yangcong345.android.phone,3883,2163.19,66.71,1159.39,739.51
2024-01-18 19-05-33,com.yangcong345.android.phone,3883,2159.62,51.96,1158.94,739.91
2024-01-18 19-05-38,com.yangcong345.android.phone,3883,2161.81,51.94,1159.23,739.99
2024-01-18 19-05-43,com.yangcong345.android.phone,3883,2141.92,52.58,1153.5,744.98
2024-01-18 19-05-48,com.yangcong345.android.phone,3883,2143.88,53.29,1154.01,744.88
2024-01-18 19-05-53,com.yangcong345.android.phone,3883,2143.63,51.63,1154.99,744.84
2024-01-18 19-05-58,com.yangcong345.android.phone,3883,2174.11,72.39,1163.2,744.72
2024-01-18 19-06-03,com.yangcong345.android.phone,3883,2154.79,48.92,1154.72,744.76
2024-01-18 19-06-08,com.yangcong345.android.phone,3883,2155.03,48.5,1154.62,744.78
2024-01-18 19-06-13,com.yangcong345.android.phone,3883,2178.79,72.0,1150.05,749.6
2024-01-18 19-06-18,com.yangcong345.android.phone,3883,2145.8,49.36,1150.08,754.35
2024-01-18 19-06-23,com.yangcong345.android.phone,3883,2139.1,47.21,1142.06,754.39
2024-01-18 19-06-28,com.yangcong345.android.phone,3883,2174.07,62.62,1156.33,754.35
2024-01-18 19-06-33,com.yangcong345.android.phone,3883,2185.33,47.46,1162.27,754.35
2024-01-18 19-06-38,com.yangcong345.android.phone,3883,2209.99,55.16,1163.63,755.78
2024-01-18 19-06-43,com.yangcong345.android.phone,3883,2182.8,63.98,1162.54,755.72
2024-01-18 19-06-48,com.yangcong345.android.phone,3883,2212.76,83.42,1156.92,761.87
2024-01-18 19-06-53,com.yangcong345.android.phone,3883,2207.72,66.28,1157.09,761.57
2024-01-18 19-06-58,com.yangcong345.android.phone,3883,2177.6,49.0,1151.08,766.97
2024-01-18 19-07-03,com.yangcong345.android.phone,3883,2182.06,48.95,1158.45,767.04
2024-01-18 19-07-08,com.yangcong345.android.phone,3883,2207.33,64.52,1155.56,775.88
2024-01-18 19-07-13,com.yangcong345.android.phone,3883,2188.45,53.04,1144.44,781.21
2024-01-18 19-07-18,com.yangcong345.android.phone,3883,2187.09,61.55,1136.91,781.24
2024-01-18 19-07-23,com.yangcong345.android.phone,3883,2178.34,49.11,1143.81,781.25
2024-01-18 19-07-28,com.yangcong345.android.phone,3883,2178.64,59.81,1142.15,790.95
2024-01-18 19-07-33,com.yangcong345.android.phone,3883,2182.26,50.75,1131.43,794.43
2024-01-18 19-07-38,com.yangcong345.android.phone,3883,2168.66,49.03,1131.88,794.02
2024-01-18 19-07-43,com.yangcong345.android.phone,3883,2216.14,81.58,1139.3,794.14
2024-01-18 19-07-49,com.yangcong345.android.phone,3883,2181.0,52.9,1137.73,794.18
2024-01-18 19-07-54,com.yangcong345.android.phone,3883,2180.81,49.51,1139.74,800.47
2024-01-18 19-07-59,com.yangcong345.android.phone,3883,2197.77,53.24,1125.23,807.33
2024-01-18 19-08-04,com.yangcong345.android.phone,3883,2179.99,49.02,1130.41,807.1
2024-01-18 19-08-09,com.yangcong345.android.phone,3883,2188.42,49.56,1138.23,807.23
2024-01-18 19-08-14,com.yangcong345.android.phone,3883,2189.01,49.14,1135.25,809.91
2024-01-18 19-08-19,com.yangcong345.android.phone,3883,2189.13,49.49,1134.09,809.93
2024-01-18 19-08-24,com.yangcong345.android.phone,3883,2197.73,49.59,1148.08,809.93
2024-01-18 19-08-29,com.yangcong345.android.phone,3883,2214.42,53.47,1141.02,817.9
2024-01-18 19-08-34,com.yangcong345.android.phone,3883,2184.49,49.78,1123.99,826.1
2024-01-18 19-08-39,com.yangcong345.android.phone,3883,2219.1,84.68,1123.88,826.18
2024-01-18 19-08-44,com.yangcong345.android.phone,3883,2225.63,49.57,1118.64,839.03
2024-01-18 19-08-49,com.yangcong345.android.phone,3883,2233.3,71.99,1112.23,846.47
2024-01-18 19-08-54,com.yangcong345.android.phone,3883,2215.55,50.05,1104.73,846.53
2024-01-18 19-08-59,com.yangcong345.android.phone,3883,2196.01,49.59,1110.05,846.54
2024-01-18 19-09-04,com.yangcong345.android.phone,3883,2194.54,49.63,1102.8,846.46
2024-01-18 19-09-09,com.yangcong345.android.phone,3883,2188.6,48.29,1104.58,846.61
2024-01-18 19-09-14,com.yangcong345.android.phone,3883,2217.05,51.27,1112.93,846.46
2024-01-18 19-09-19,com.yangcong345.android.phone,3883,2219.24,51.99,1120.06,846.5
2024-01-18 19-09-24,com.yangcong345.android.phone,3883,2228.76,70.27,1110.96,846.56
2024-01-18 19-09-29,com.yangcong345.android.phone,3883,2212.6,55.12,1110.98,846.58
2024-01-18 19-09-34,com.yangcong345.android.phone,3883,2238.76,81.92,1116.67,847.75
2024-01-18 19-09-39,com.yangcong345.android.phone,3883,2236.73,87.33,1098.31,858.54
2024-01-18 19-09-44,com.yangcong345.android.phone,3883,2221.52,54.18,1098.36,858.57
2024-01-18 19-09-49,com.yangcong345.android.phone,3883,2230.59,63.16,1098.5,858.57
2024-01-18 19-09-54,com.yangcong345.android.phone,3883,2249.13,81.75,1098.52,858.57
2024-01-18 19-09-59,com.yangcong345.android.phone,3883,2216.79,49.56,1098.37,858.57
2024-01-18 19-10-04,com.yangcong345.android.phone,3883,2216.79,49.57,1098.37,858.57
2024-01-18 19-10-09,com.yangcong345.android.phone,3883,2229.69,75.57,1106.2,858.57
2024-01-18 19-10-14,com.yangcong345.android.phone,3883,2204.05,49.88,1101.08,862.29
2024-01-18 19-10-19,com.yangcong345.android.phone,3883,2199.59,50.45,1102.4,862.04
2024-01-18 19-10-24,com.yangcong345.android.phone,3883,2192.26,46.62,1093.64,862.29
2024-01-18 19-10-29,com.yangcong345.android.phone,3883,2211.11,51.13,1094.52,862.23
2024-01-18 19-10-34,com.yangcong345.android.phone,3883,2250.34,82.2,1101.52,863.13
2024-01-18 19-10-39,com.yangcong345.android.phone,3883,2243.32,64.8,1114.65,863.23
2024-01-18 19-10-44,com.yangcong345.android.phone,3883,2249.59,50.11,1109.1,863.49
2024-01-18 19-10-49,com.yangcong345.android.phone,3883,2252.1,82.74,1107.12,870.98
2024-01-18 19-10-54,com.yangcong345.android.phone,3883,2257.63,60.13,1110.91,878.19
2024-01-18 19-10-59,com.yangcong345.android.phone,3883,2234.91,57.2,1097.9,880.62
2024-01-18 19-11-04,com.yangcong345.android.phone,3883,2231.06,49.89,1103.11,880.72
2024-01-18 19-11-09,com.yangcong345.android.phone,3883,2256.87,70.73,1108.04,880.75
2024-01-18 19-11-14,com.yangcong345.android.phone,3883,2241.81,50.05,1114.62,880.85
2024-01-18 19-11-19,com.yangcong345.android.phone,3883,2241.23,49.81,1114.68,880.88
2024-01-18 19-11-24,com.yangcong345.android.phone,3883,2248.29,50.95,1127.95,880.9
2024-01-18 19-11-29,com.yangcong345.android.phone,3883,2281.04,88.25,1121.33,880.91
2024-01-18 19-11-34,com.yangcong345.android.phone,3883,2242.63,49.97,1121.18,880.91
2024-01-18 19-11-39,com.yangcong345.android.phone,3883,2255.26,50.04,1127.74,880.91
2024-01-18 19-11-44,com.yangcong345.android.phone,3883,2301.16,81.99,1115.22,895.69
2024-01-18 19-11-49,com.yangcong345.android.phone,3883,2289.56,55.03,1124.08,895.77
2024-01-18 19-11-54,com.yangcong345.android.phone,3883,2292.13,51.84,1124.15,895.65
2024-01-18 19-11-59,com.yangcong345.android.phone,3883,2292.96,52.04,1124.17,895.88
2024-01-18 19-12-04,com.yangcong345.android.phone,3883,2292.42,51.77,1124.21,895.9
2024-01-18 19-12-09,com.yangcong345.android.phone,3883,2291.33,52.05,1124.25,895.96
2024-01-18 19-12-14,com.yangcong345.android.phone,3883,2286.92,65.82,1134.25,895.98
2024-01-18 19-12-19,com.yangcong345.android.phone,3883,2269.52,50.42,1132.05,898.21
2024-01-18 19-12-24,com.yangcong345.android.phone,3883,2273.12,50.65,1135.7,899.56
2024-01-18 19-12-29,com.yangcong345.android.phone,3883,2280.15,50.42,1135.77,899.59
2024-01-18 19-12-34,com.yangcong345.android.phone,3883,2288.32,51.0,1139.49,904.58
2024-01-18 19-12-39,com.yangcong345.android.phone,3883,2292.28,52.11,1143.97,905.97
2024-01-18 19-12-44,com.yangcong345.android.phone,3883,2308.64,65.01,1146.18,905.72
2024-01-18 19-12-49,com.yangcong345.android.phone,3883,2301.77,52.34,1142.14,913.88
2024-01-18 19-12-54,com.yangcong345.android.phone,3883,2293.04,52.4,1135.89,913.94
2024-01-18 19-12-59,com.yangcong345.android.phone,3883,2335.62,85.28,1143.91,913.97
2024-01-18 19-13-04,com.yangcong345.android.phone,3883,2306.61,52.38,1136.07,914.0
2024-01-18 19-13-09,com.yangcong345.android.phone,3883,2307.43,53.04,1149.64,914.0
2024-01-18 19-13-14,com.yangcong345.android.phone,3883,2306.7,52.42,1142.64,914.02
2024-01-18 19-13-19,com.yangcong345.android.phone,3883,2330.86,76.99,1142.44,913.86
2024-01-18 19-13-24,com.yangcong345.android.phone,3883,2306.48,52.43,1142.42,914.02
2024-01-18 19-13-29,com.yangcong345.android.phone,3883,2313.7,61.39,1144.27,914.27
2024-01-18 19-13-34,com.yangcong345.android.phone,3883,2348.88,87.07,1153.96,917.36
2024-01-18 19-13-40,com.yangcong345.android.phone,3883,2340.3,75.0,1146.79,916.97
2024-01-18 19-13-45,com.yangcong345.android.phone,3883,2313.04,50.45,1140.49,921.19
2024-01-18 19-13-50,com.yangcong345.android.phone,3883,2319.52,58.54,1140.27,921.21
2024-01-18 19-13-55,com.yangcong345.android.phone,3883,2311.97,50.5,1140.24,921.31
2024-01-18 19-14-00,com.yangcong345.android.phone,3883,2321.89,51.62,1148.64,921.36
2024-01-18 19-14-05,com.yangcong345.android.phone,3883,2325.17,60.72,1139.66,921.45
2024-01-18 19-14-10,com.yangcong345.android.phone,3883,2320.73,51.63,1147.67,921.51
2024-01-18 19-14-15,com.yangcong345.android.phone,3883,2303.34,53.25,1146.88,921.78
2024-01-18 19-14-20,com.yangcong345.android.phone,3883,2329.23,67.79,1130.98,930.38
2024-01-18 19-14-25,com.yangcong345.android.phone,3883,2353.03,86.47,1134.46,930.35
2024-01-18 19-14-30,com.yangcong345.android.phone,3883,2321.01,53.21,1133.95,930.36
2024-01-18 19-14-35,com.yangcong345.android.phone,3883,2328.75,68.8,1126.36,935.68
2024-01-18 19-14-40,com.yangcong345.android.phone,3883,2351.51,69.13,1133.96,935.46
2024-01-18 19-14-45,com.yangcong345.android.phone,3883,2340.03,54.8,1130.11,940.6
2024-01-18 19-14-50,com.yangcong345.android.phone,3883,2324.4,53.43,1128.75,940.61
2024-01-18 19-14-55,com.yangcong345.android.phone,3883,2313.26,51.18,1127.79,940.61
2024-01-18 19-15-00,com.yangcong345.android.phone,3883,2315.26,62.0,1119.64,940.61
2024-01-18 19-15-05,com.yangcong345.android.phone,3883,2349.11,78.69,1120.37,940.48
2024-01-18 19-15-10,com.yangcong345.android.phone,3883,2367.05,88.65,1127.96,940.62
2024-01-18 19-15-15,com.yangcong345.android.phone,3883,2306.19,50.95,1126.08,940.61
2024-01-18 19-15-20,com.yangcong345.android.phone,3883,2322.2,51.2,1134.43,940.61
2024-01-18 19-15-25,com.yangcong345.android.phone,3883,2340.71,60.84,1147.5,940.61
2024-01-18 19-15-30,com.yangcong345.android.phone,3883,2325.62,51.09,1138.01,940.61
2024-01-18 19-15-35,com.yangcong345.android.phone,3883,2338.38,51.14,1144.83,940.45
2024-01-18 19-15-40,com.yangcong345.android.phone,3883,2371.27,83.86,1144.83,940.62
2024-01-18 19-15-45,com.yangcong345.android.phone,3883,2345.08,51.2,1151.31,940.62
2024-01-18 19-15-50,com.yangcong345.android.phone,3883,2355.87,50.07,1158.22,941.75
2024-01-18 19-15-55,com.yangcong345.android.phone,3883,2397.36,84.27,1161.8,944.65
2024-01-18 19-16-00,com.yangcong345.android.phone,3883,2359.06,50.81,1162.87,944.68
2024-01-18 19-16-05,com.yangcong345.android.phone,3883,2364.02,52.12,1164.4,945.14
2024-01-18 19-16-10,com.yangcong345.android.phone,3883,2377.92,60.66,1175.47,945.27
2024-01-18 19-16-15,com.yangcong345.android.phone,3883,2375.89,55.46,1175.23,945.37
2024-01-18 19-16-20,com.yangcong345.android.phone,3883,2361.31,55.44,1175.68,945.4
2024-01-18 19-16-25,com.yangcong345.android.phone,3883,2374.62,50.45,1171.31,955.21
2024-01-18 19-16-30,com.yangcong345.android.phone,3883,2366.92,48.09,1163.76,955.24
2024-01-18 19-16-35,com.yangcong345.android.phone,3883,2376.9,58.04,1163.73,955.24
2024-01-18 19-16-40,com.yangcong345.android.phone,3883,2382.34,49.56,1168.29,958.04
2024-01-18 19-16-45,com.yangcong345.android.phone,3883,2408.19,78.16,1161.13,958.1
2024-01-18 19-16-50,com.yangcong345.android.phone,3883,2411.41,88.67,1169.36,958.15
2024-01-18 19-16-55,com.yangcong345.android.phone,3883,2390.03,57.63,1169.17,958.17
2024-01-18 19-17-00,com.yangcong345.android.phone,3883,2385.06,52.88,1168.97,958.18
2024-01-18 19-17-05,com.yangcong345.android.phone,3883,2384.34,52.82,1168.98,958.28
2024-01-18 19-17-10,com.yangcong345.android.phone,3883,2382.8,53.45,1166.83,958.49
2024-01-18 19-17-15,com.yangcong345.android.phone,3883,2408.77,76.39,1172.25,958.52
2024-01-18 19-17-20,com.yangcong345.android.phone,3883,2382.2,53.21,1165.62,958.55
2024-01-18 19-17-25,com.yangcong345.android.phone,3883,2421.26,92.46,1168.38,959.81
2024-01-18 19-17-30,com.yangcong345.android.phone,3883,2381.24,53.11,1168.57,959.52
2024-01-18 19-17-35,com.yangcong345.android.phone,3883,2384.75,57.58,1172.12,964.47
2024-01-18 19-17-40,com.yangcong345.android.phone,3883,2386.01,54.95,1171.87,964.48
2024-01-18 19-17-45,com.yangcong345.android.phone,3883,2371.14,54.77,1167.88,970.65
2024-01-18 19-17-50,com.yangcong345.android.phone,3883,2381.34,50.5,1165.99,970.86
2024-01-18 19-17-55,com.yangcong345.android.phone,3883,2407.4,54.0,1167.84,970.43
2024-01-18 19-18-00,com.yangcong345.android.phone,3883,2399.95,54.28,1167.89,970.48
2024-01-18 19-18-05,com.yangcong345.android.phone,3883,2368.33,50.49,1150.09,983.82
2024-01-18 19-18-10,com.yangcong345.android.phone,3883,2371.38,50.41,1149.52,983.87
2024-01-18 19-18-15,com.yangcong345.android.phone,3883,2372.05,50.39,1149.59,983.91
2024-01-18 19-18-20,com.yangcong345.android.phone,3883,2373.01,55.09,1158.26,983.85
2024-01-18 19-18-25,com.yangcong345.android.phone,3883,2364.39,52.14,1149.53,983.85
2024-01-18 19-18-30,com.yangcong345.android.phone,3883,2368.29,48.76,1166.19,983.69
2024-01-18 19-18-35,com.yangcong345.android.phone,3883,2392.33,52.0,1158.9,983.67
2024-01-18 19-18-40,com.yangcong345.android.phone,3883,2435.38,91.91,1167.29,983.75
2024-01-18 19-18-45,com.yangcong345.android.phone,3883,2393.5,52.19,1167.25,983.85
2024-01-18 19-18-50,com.yangcong345.android.phone,3883,2389.88,56.3,1169.79,986.6
2024-01-18 19-18-55,com.yangcong345.android.phone,3883,2403.01,65.45,1162.84,993.81
2024-01-18 19-19-01,com.yangcong345.android.phone,3883,2406.45,52.07,1169.0,993.74
2024-01-18 19-19-06,com.yangcong345.android.phone,3883,2403.47,51.88,1160.28,995.9
