2024-04-18 11-10-46 top info:
Tasks: 477 total,   2 running, 474 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5034976K used,   970408K free,  95436800 buffers
 Swap:  3302956K total,   375064K used,  2927892K free,  3306544K cached
800%cpu 217%user   0%nice 130%sys 447%idle   3%iow   0%irq   3%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 17048 shell        20   0  81M  19M  17M R 96.6   0.3   0:00.06 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
   433 root         RT   0  10G 3.8M 3.5M S  0.0   0.0   0:00.14 aee_aed64
   432 root         RT   0  17M 3.2M 2.9M S  0.0   0.0   0:00.15 aee_aed
   431 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [f_mtp]
   428 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   427 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [jbd2/sdc12-8]
   425 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   424 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [jbd2/sdc5-8]
   422 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   421 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [jbd2/sdc6-8]
   417 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   416 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [jbd2/sdc10-8]
   411 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   410 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/sdc9-8]
   408 root         20   0  10G 3.9M 3.7M S  0.0   0.0   0:00.01 android.hardware.boot@1.1-service
   407 root         20   0  10G 6.9M 6.2M S  0.0   0.1   0:04.93 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
   400 root         -2   0    0    0    0 S  0.0   0.0   0:01.29 [psimon]
   399 system       20   0  10G 3.9M 3.6M S  0.0   0.0   0:01.21 vndservicemanager /dev/vndbinder
   398 system       20   0  10G 5.6M 4.8M S  0.0   0.0   0:15.48 hwservicemanager
   397 system       20   0  10G 4.4M 3.8M S  0.0   0.0   0:06.03 servicemanager
   396 lmkd         -2   0  10G 2.3M 1.8M S  0.0   0.0   0:01.36 lmkd
   376 root         20   0  10G 6.7M 5.2M S  0.0   0.1   0:10.87 ueventd
   374 root         20   0  10G 6.1M 5.1M S  0.0   0.1   0:00.85 init subcontext u:r:vendor_init:s0 15
   372 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   371 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   370 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   369 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   368 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   367 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   366 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   365 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   364 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   363 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   362 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   361 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   360 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   359 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   354 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   353 root          0 -20    0    0    0 I  0.0   0.0   0:00.33 [kworker/1:1H]
   352 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   351 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   350 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   349 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   348 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   347 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   346 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   345 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   344 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   343 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   342 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   341 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   340 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   339 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   337 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   336 root          0 -20    0    0    0 I  0.0   0.0   0:00.09 [kworker/6:1H]
   335 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/sdc7-8]
   334 root          0 -20    0    0    0 I  0.0   0.0   0:00.33 [kworker/2:1H]
   333 root          0 -20    0    0    0 I  0.0   0.0   0:00.28 [kworker/0:1H]
   332 root          0 -20    0    0    0 I  0.0   0.0   0:00.24 [kworker/3:1H]
   330 root          0 -20    0    0    0 I  0.0   0.0   0:00.07 [kworker/7:1H]
   329 root          0 -20    0    0    0 I  0.0   0.0   0:00.10 [kworker/4:1H]
   328 root         RT   0    0    0    0 D  0.0   0.0   0:00.23 [wdtk-7]
   327 root         RT   0    0    0    0 D  0.0   0.0   0:00.21 [wdtk-6]
   326 root         RT   0    0    0    0 D  0.0   0.0   0:00.18 [wdtk-5]
   325 root         RT   0    0    0    0 D  0.0   0.0   0:00.18 [wdtk-4]
   324 root         RT   0    0    0    0 D  0.0   0.0   0:00.36 [wdtk-3]
   323 root         RT   0    0    0    0 D  0.0   0.0   0:00.42 [wdtk-2]
   322 root         RT   0    0    0    0 D  0.0   0.0   0:00.47 [wdtk-1]
   321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   320 root         RT   0    0    0    0 D  0.0   0.0   0:00.46 [wdtk-0]
   319 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   318 root         20   0    0    0    0 D  0.0   0.0   1:03.74 [charger_thread]
   317 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
   316 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
   315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
   314 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
   313 root         RT   0    0    0    0 S  0.0   0.0   0:00.62 [irq/127-hxcommo]
   312 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
   311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   310 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
   309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
   308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
   305 root          0 -20    0    0    0 I  0.0   0.0   0:00.10 [kworker/5:1H]
   304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
   303 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   302 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
   301 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
   300 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
   299 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_GPU]
   298 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_CCI]
   297 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [EEM_CTRL_L]
   296 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [EEM_CTRL_2L]
   295 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   294 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   293 root         20   0    0    0    0 D  0.0   0.0   0:46.28 [ipi_cpu_dvfs_rt]
   291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
   287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
   286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
   285 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
   284 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
   283 root         20   0    0    0    0 D  0.0   0.0   0:04.01 [battery_thread]
   282 root         20   0    0    0    0 D  0.0   0.0   0:00.19 [gauge_coulomb_t]
   281 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [irq/28-mt6370_p]
   280 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [type_c_port0]
   279 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
   278 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
   277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
   276 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ufs_clk_gating_]
   275 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
   274 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
   273 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
   272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   268 root          0 -20    0    0    0 S  0.0   0.0   0:07.30 [krtatm]
   267 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   263 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
   262 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
   261 root         RT   0    0    0    0 S  0.0   0.0   0:03.48 [present_fence_w]
   260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
   259 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [disp_delay_trig]
   258 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
   257 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
   256 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   255 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
   254 root         RT   0    0    0    0 D  0.0   0.0   0:01.23 [disp_check]
   253 root         20   0    0    0    0 S  0.0   0.0   0:03.15 [disp_idlemgr]
   251 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
   250 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   249 root         RT   0    0    0    0 D  0.0   0.0   0:00.71 [hang_detect]
   248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   243 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   230 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   228 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [btif_rxd]
   227 root         20   0    0    0    0 S  0.0   0.0   0:20.20 [pbm]
   226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   183 root         20   0    0    0    0 S  0.0   0.0   0:01.67 [kswapd0]
   182 root         20   0    0    0    0 S  0.0   0.0   0:00.70 [kauditd]
   160 root         20   0    0    0    0 S  0.0   0.0   0:04.93 [tee-log]
   159 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   158 root         20   0    0    0    0 D  0.0   0.0   0:00.08 [ion_history]
   157 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   156 root         20   0    0    0    0 S  0.0   0.0   0:01.62 [ion_mm_heap_for]
   154 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ion_mm_heap]
   152 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   151 root         20   0    0    0    0 S  0.0   0.0   0:13.91 [dlpt_notify_thr]
   150 root         20   0    0    0    0 S  0.0   0.0   0:00.50 [bat_percent_not]
   149 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   148 root         RT   0    0    0    0 S  0.0   0.0   0:00.84 [irq/200-mt6358-]
   145 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   140 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [chgdet_thread]
   139 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
   138 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   136 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   135 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   129 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   128 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   127 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   126 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   124 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   123 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   122 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   121 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   120 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   118 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   117 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   116 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   115 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   114 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   112 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   110 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.12 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:00.33 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0H]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.25 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:00.29 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:00.22 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:00.39 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:08.46 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:00.42 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:14.68 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:00.41 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:20.68 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:00.43 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:00.55 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:01.23 [rcu_sched]
     8 root         20   0    0    0    0 I  0.0   0.0   0:55.41 [rcu_preempt]
     7 root         20   0    0    0    0 S  0.0   0.0   0:20.45 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.16 [kthreadd]
     1 root         20   0  10G 9.1M 7.0M S  0.0   0.1   0:04.27 init second_stage


2024-04-18 11-11-01 top info:
Tasks: 480 total,   2 running, 477 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5335456K used,   669928K free,  96829440 buffers
 Swap:  3302956K total,   348440K used,  2954516K free,  3379028K cached
800%cpu 168%user   0%nice 210%sys 406%idle   0%iow   0%irq  16%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  8006 u0_a76       10 -10  67G 487M 259M S  135   8.2  28:18.62 com.yangcong345.android.phone
 16601 shell        20   0  11G  10M 5.0M S 32.2   0.1   0:02.30 adbd --root_seclabel=u:r:su:s0
  2854 root         10 -10    0    0    0 S 32.2   0.0   1:41.58 [hif_thread]
   566 system       -3  -8  11G  45M  36M S 19.3   0.7   1:19.65 surfaceflinger
  2853 root         10 -10    0    0    0 S 16.1   0.0   0:54.01 [tx_thread]
   518 audioserver  20   0  56M  10M 7.1M S 12.9   0.1   0:07.08 android.hardware.audio.service.mediatek
 17312 shell        20   0  10G 4.4M 3.3M R  9.6   0.0   0:00.09 top -b -n 1 -d 5
   529 system       -3  -8  11G  14M  12M S  9.6   0.2   0:36.13 android.hardware.graphics.composer@2.1-service
 17249 system       20   0  10G  11M 8.5M S  6.4   0.1   0:00.32 vendor.mediatek.hardware.mms@1.5-service
 16914 root         20   0    0    0    0 I  6.4   0.0   0:00.65 [kworker/u16:10]
 16419 root         20   0    0    0    0 I  6.4   0.0   0:01.37 [kworker/u16:9]
