datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2024-06-06 18-34-45,318,143,175,482,com.yangcong345.android.phone,6942,125
2024-06-06 18-34-50,275,118,157,521,com.yangcong345.android.phone,6942,114
2024-06-06 18-34-55,379,125,254,421,com.yangcong345.android.phone,6942,203
2024-06-06 18-35-00,415,161,254,386,com.yangcong345.android.phone,6942,228
2024-06-06 18-35-05,379,169,210,421,com.yangcong345.android.phone,6942,113
2024-06-06 18-35-10,304,136,168,496,com.yangcong345.android.phone,6942,114
2024-06-06 18-35-15,318,175,143,479,com.yangcong345.android.phone,6942,121
2024-06-06 18-35-20,279,125,154,518,com.yangcong345.android.phone,6942,121
2024-06-06 18-35-25,330,145,185,464,com.yangcong345.android.phone,6942,169
2024-06-06 18-35-30,336,143,193,461,com.yangcong345.android.phone,6942,132
2024-06-06 18-35-35,369,186,183,428,com.yangcong345.android.phone,6942,127
2024-06-06 18-35-40,378,147,231,416,com.yangcong345.android.phone,6942,128
2024-06-06 18-35-45,544,237,307,253,com.yangcong345.android.phone,6942,170
2024-06-06 18-35-50,390,193,197,410,com.yangcong345.android.phone,6942,148
2024-06-06 18-35-56,488,218,270,309,com.yangcong345.android.phone,6942,151
2024-06-06 18-36-00,447,168,279,346,com.yangcong345.android.phone,6942,196
2024-06-06 18-36-05,527,267,260,217,com.yangcong345.android.phone,6942,123
2024-06-06 18-36-10,414,200,214,382,com.yangcong345.android.phone,6942,185
2024-06-06 18-36-15,393,139,254,407,com.yangcong345.android.phone,6942,96.4
2024-06-06 18-36-20,250,96,154,550,com.yangcong345.android.phone,6942,92.8
2024-06-06 18-36-25,393,175,218,407,com.yangcong345.android.phone,6942,153
2024-06-06 18-36-30,285,121,164,511,com.yangcong345.android.phone,6942,135
2024-06-06 18-36-35,342,148,194,458,com.yangcong345.android.phone,6942,116
2024-06-06 18-36-40,672,369,303,28,com.yangcong345.android.phone,6942,113
2024-06-06 18-36-46,758,455,303,71,com.yangcong345.android.phone,6942,109
2024-06-06 18-36-51,447,247,200,288,com.yangcong345.android.phone,6942,121
2024-06-06 18-36-56,513,253,260,287,com.yangcong345.android.phone,6942,160
2024-06-06 18-37-00,332,157,175,461,com.yangcong345.android.phone,6942,139
2024-06-06 18-37-06,380,163,217,420,com.yangcong345.android.phone,6942,146
2024-06-06 18-37-10,315,129,186,454,com.yangcong345.android.phone,6942,107
2024-06-06 18-37-15,276,152,124,521,com.yangcong345.android.phone,6942,120
2024-06-06 18-37-21,406,161,245,394,com.yangcong345.android.phone,6942,219
2024-06-06 18-37-25,293,121,172,497,com.yangcong345.android.phone,6942,155
2024-06-06 18-37-30,607,318,289,118,com.yangcong345.android.phone,6942,135
2024-06-06 18-37-36,593,303,290,203,com.yangcong345.android.phone,6942,182
2024-06-06 18-37-41,389,157,232,396,com.yangcong345.android.phone,6942,89.2
2024-06-06 18-37-46,651,390,261,61,com.yangcong345.android.phone,6942,135
2024-06-06 18-37-50,636,357,279,79,com.yangcong345.android.phone,6942,100
2024-06-06 18-37-55,286,129,157,511,com.yangcong345.android.phone,6942,128
2024-06-06 18-38-00,293,111,182,500,com.yangcong345.android.phone,6942,132
2024-06-06 18-38-06,618,354,264,125,com.yangcong345.android.phone,6942,125
2024-06-06 18-38-10,322,154,168,471,com.yangcong345.android.phone,6942,117
2024-06-06 18-38-16,332,161,171,468,com.yangcong345.android.phone,6942,146
2024-06-06 18-38-21,368,164,204,429,com.yangcong345.android.phone,6942,135
2024-06-06 18-38-26,535,269,266,266,com.yangcong345.android.phone,6942,227
2024-06-06 18-38-31,304,125,179,493,com.yangcong345.android.phone,6942,160
2024-06-06 18-38-36,314,139,175,479,com.yangcong345.android.phone,6942,192
2024-06-06 18-38-41,261,136,125,536,com.yangcong345.android.phone,6942,128
2024-06-06 18-38-46,237,137,100,557,com.yangcong345.android.phone,6942,126
2024-06-06 18-38-51,286,136,150,514,com.yangcong345.android.phone,6942,125
2024-06-06 18-38-56,642,359,283,7,com.yangcong345.android.phone,6942,113
2024-06-06 18-39-01,243,104,139,539,com.yangcong345.android.phone,6942,107
2024-06-06 18-39-06,250,107,143,550,com.yangcong345.android.phone,6942,103
2024-06-06 18-39-11,658,390,268,42,com.yangcong345.android.phone,6942,116
2024-06-06 18-39-16,472,236,236,329,com.yangcong345.android.phone,6942,128
2024-06-06 18-39-21,450,217,233,350,com.yangcong345.android.phone,6942,176
2024-06-06 18-39-26,336,152,184,458,com.yangcong345.android.phone,6942,200
2024-06-06 18-39-31,333,144,189,459,com.yangcong345.android.phone,6942,129
2024-06-06 18-39-36,261,129,132,539,com.yangcong345.android.phone,6942,135
2024-06-06 18-39-41,497,232,265,287,com.yangcong345.android.phone,6942,216
