2024-06-20 16-46-41 top info:
Tasks: 437 total,   2 running, 434 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      5.4G used,      2.2G free,       83M buffers
 Swap:      4.2G total,      395M used,      3.8G free,      2.9G cached
800%cpu 155%user   0%nice 110%sys 534%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 5463 shell        20   0  74M  15M  14M R  100   0.1   0:00.05 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
  231 root         20   0    0    0    0 S  0.0   0.0   0:00.83 [spi2]
  230 root         20   0    0    0    0 S  0.0   0.0   0:01.76 [spi1]
  229 root         20   0    0    0    0 S  0.0   0.0   0:01.01 [spi0]
  228 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
  227 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
  226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
  225 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  224 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  223 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  221 root          0 -20    0    0    0 S  0.0   0.0   0:13.89 [krtatm]
  220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  216 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  215 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  214 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_fb_heap]
  210 root         RT   0    0    0    0 S  0.0   0.0   0:10.96 [present_fence_w]
  209 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  208 root         RT   0    0    0    0 S  0.0   0.0   0:00.09 [disp_delay_trig]
  207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
  206 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  205 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  204 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
  203 root         RT   0    0    0    0 D  0.0   0.0   0:16.75 [disp_check]
  202 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_idlemgr]
  200 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  199 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  198 root         RT   0    0    0    0 D  0.0   0.0   0:09.83 [hang_detect]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
  195 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
  194 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
  192 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [vpu1]
  191 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
  189 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  183 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  182 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  181 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  180 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  179 root         20   0    0    0    0 S  0.0   0.0   0:04.90 [btif_rxd]
  178 root         20   0    0    0    0 S  0.0   0.0   1:11.08 [pbm]
  177 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  140 root         20   0    0    0    0 S  0.0   0.0   0:07.30 [kswapd0]
  139 root         20   0    0    0    0 S  0.0   0.0   0:05.94 [kauditd]
  118 root         20   0    0    0    0 S  0.0   0.0   0:07.41 [tee-log]
  116 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
  115 root         20   0    0    0    0 S  0.0   0.0   0:00.65 [ion_history]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  113 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  112 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  111 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  110 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ion_mm_heap_for]
  108 root         20   0    0    0    0 S  0.0   0.0   0:09.65 [ion_mm_heap]
  106 root         20   0    0    0    0 S  0.0   0.0   5:27.99 [dlpt_notify_thr]
  105 root         20   0    0    0    0 S  0.0   0.0   0:00.78 [bat_percent_not]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  103 root         RT   0    0    0    0 S  0.0   0.0   5:03.76 [irq/200-mt6358-]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   95 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [chgdet_thread]
   94 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [pd_dbg_info]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   61 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   59 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   57 root         20   0    0    0    0 S  0.0   0.0   0:05.59 [kcompactd0]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   55 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   51 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
   50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
   47 root          0 -20    0    0    0 I  0.0   0.0   0:00.73 [kworker/7:0H]
   44 root         RT   0    0    0    0 S  0.0   0.0   1:03.69 [migration/7]
   43 root         20   0    0    0    0 S  0.0   0.0   1:20.95 [cpuhp/7]
   42 root          0 -20    0    0    0 I  0.0   0.0   0:00.65 [kworker/6:0H]
   40 root         20   0    0    0    0 S  0.0   0.0   0:01.48 [ksoftirqd/6]
   39 root         RT   0    0    0    0 S  0.0   0.0   1:00.30 [migration/6]
   38 root         20   0    0    0    0 S  0.0   0.0   0:58.05 [cpuhp/6]
   37 root          0 -20    0    0    0 I  0.0   0.0   0:00.69 [kworker/5:0H]
   35 root         20   0    0    0    0 S  0.0   0.0   0:01.70 [ksoftirqd/5]
   34 root         RT   0    0    0    0 S  0.0   0.0   0:56.89 [migration/5]
   33 root         20   0    0    0    0 S  0.0   0.0   0:57.11 [cpuhp/5]
   32 root          0 -20    0    0    0 I  0.0   0.0   0:00.70 [kworker/4:0H]
   30 root         20   0    0    0    0 S  0.0   0.0   0:02.03 [ksoftirqd/4]
   29 root         RT   0    0    0    0 S  0.0   0.0   0:53.76 [migration/4]
   28 root         20   0    0    0    0 S  0.0   0.0   5:35.33 [cpuhp/4]
   27 root          0 -20    0    0    0 I  0.0   0.0   0:01.38 [kworker/3:0H]
   25 root         20   0    0    0    0 S  0.0   0.0   0:03.59 [ksoftirqd/3]
   24 root         RT   0    0    0    0 S  0.0   0.0   0:44.49 [migration/3]
   23 root         20   0    0    0    0 S  0.0   0.0   1:42.30 [cpuhp/3]
   22 root          0 -20    0    0    0 I  0.0   0.0   0:01.35 [kworker/2:0H]
   20 root         20   0    0    0    0 S  0.0   0.0   0:03.86 [ksoftirqd/2]
   19 root         RT   0    0    0    0 S  0.0   0.0   0:34.11 [migration/2]
   18 root         20   0    0    0    0 S  0.0   0.0   1:43.99 [cpuhp/2]
   17 root          0 -20    0    0    0 I  0.0   0.0   0:01.30 [kworker/1:0H]
   15 root         20   0    0    0    0 S  0.0   0.0   0:04.62 [ksoftirqd/1]
   14 root         RT   0    0    0    0 S  0.0   0.0   0:21.35 [migration/1]
   13 root         20   0    0    0    0 S  0.0   0.0   2:09.45 [cpuhp/1]
   12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   11 root         RT   0    0    0    0 S  0.0   0.0   1:08.12 [migration/0]
   10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
    9 root         20   0    0    0    0 I  0.0   0.0   0:33.98 [rcu_sched]
    8 root         20   0    0    0    0 I  0.0   0.0   2:06.97 [rcu_preempt]
    7 root         20   0    0    0    0 S  0.0   0.0   0:42.40 [ksoftirqd/0]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.35 [kthreadd]
    1 root         20   0  86M 9.0M 7.4M S  0.0   0.1   1:15.16 init second_stage


