datatime,package,pid,pss,java_heap,native_heap,system
2024-07-08 16-05-14,com.yangcong345.android.phone,2488,420.92,19.68,84.48,29.34
2024-07-08 16-05-19,com.yangcong345.android.phone,2488,419.16,17.92,84.49,29.34
2024-07-08 16-05-24,com.yangcong345.android.phone,2488,431.01,18.86,94.44,29.0
2024-07-08 16-05-29,com.yangcong345.android.phone,2488,429.43,20.12,94.01,29.33
2024-07-08 16-05-34,com.yangcong345.android.phone,2488,428.88,20.2,93.92,28.99
2024-07-08 16-05-39,com.yangcong345.android.phone,2488,421.17,18.56,85.98,28.99
2024-07-08 16-05-44,com.yangcong345.android.phone,2488,431.93,20.89,94.55,28.99
2024-07-08 16-05-49,com.yangcong345.android.phone,2488,430.42,20.6,94.52,29.33
2024-07-08 16-05-54,com.yangcong345.android.phone,2488,433.49,20.35,95.03,29.33
2024-07-08 16-05-59,com.yangcong345.android.phone,2488,431.68,20.48,94.2,29.33
2024-07-08 16-06-04,com.yangcong345.android.phone,2488,420.58,18.27,85.36,29.33
2024-07-08 16-06-09,com.yangcong345.android.phone,2488,421.88,18.86,86.38,29.0
2024-07-08 16-06-14,com.yangcong345.android.phone,2488,420.23,18.95,86.33,29.0
2024-07-08 16-06-19,com.yangcong345.android.phone,2488,421.68,18.28,85.35,29.33
2024-07-08 16-06-24,com.yangcong345.android.phone,2488,429.28,19.48,94.97,29.0
2024-07-08 16-06-29,com.yangcong345.android.phone,2488,422.18,18.92,86.64,29.01
2024-07-08 16-06-34,com.yangcong345.android.phone,2488,433.35,20.71,94.58,29.36
2024-07-08 16-06-39,com.yangcong345.android.phone,2488,421.23,18.48,85.85,29.36
2024-07-08 16-06-44,com.yangcong345.android.phone,2488,432.53,20.34,94.16,29.36
2024-07-08 16-06-49,com.yangcong345.android.phone,2488,421.25,18.37,84.86,29.36
2024-07-08 16-06-54,com.yangcong345.android.phone,2488,421.12,18.29,84.85,29.36
2024-07-08 16-06-59,com.yangcong345.android.phone,2488,429.75,18.17,84.98,29.03
2024-07-08 16-07-04,com.yangcong345.android.phone,2488,431.18,19.98,94.28,29.37
2024-07-08 16-07-09,com.yangcong345.android.phone,2488,420.04,19.3,85.84,29.04
2024-07-08 16-07-14,com.yangcong345.android.phone,2488,420.25,18.38,85.55,29.38
2024-07-08 16-07-19,com.yangcong345.android.phone,2488,433.03,20.31,94.69,29.38
2024-07-08 16-07-24,com.yangcong345.android.phone,2488,421.32,19.06,86.26,29.05
2024-07-08 16-07-29,com.yangcong345.android.phone,2488,431.59,20.46,94.12,29.39
2024-07-08 16-07-34,com.yangcong345.android.phone,2488,429.29,19.53,95.26,29.06
2024-07-08 16-07-39,com.yangcong345.android.phone,2488,421.52,18.59,85.95,29.4
2024-07-08 16-07-44,com.yangcong345.android.phone,2488,421.32,18.43,84.79,29.46
2024-07-08 16-07-49,com.yangcong345.android.phone,2488,429.52,20.52,94.18,29.13
2024-07-08 16-07-54,com.yangcong345.android.phone,2488,420.45,18.54,85.48,29.47
2024-07-08 16-07-59,com.yangcong345.android.phone,2488,430.48,20.67,94.48,29.47
2024-07-08 16-08-04,com.yangcong345.android.phone,2488,431.86,20.73,94.55,29.13
2024-07-08 16-08-09,com.yangcong345.android.phone,2488,430.79,20.79,94.62,29.49
2024-07-08 16-08-14,com.yangcong345.android.phone,2488,432.13,20.84,94.18,29.49
2024-07-08 16-08-19,com.yangcong345.android.phone,2488,430.92,20.07,94.48,29.15
2024-07-08 16-08-24,com.yangcong345.android.phone,2488,431.73,21.69,94.54,29.5
2024-07-08 16-08-29,com.yangcong345.android.phone,2488,437.97,21.83,94.83,29.52
2024-07-08 16-08-34,com.yangcong345.android.phone,2488,431.25,20.27,95.32,29.19
2024-07-08 16-08-39,com.yangcong345.android.phone,2488,432.61,19.92,95.48,29.21
2024-07-08 16-08-44,com.yangcong345.android.phone,2488,423.63,20.33,94.38,29.21
