2024-07-08 16-02-35 top info:
Tasks: 435 total,   4 running, 430 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.8G free,       57M buffers
 Swap:      4.2G total,      204M used,      4.0G free,      2.8G cached
800%cpu 281%user   0%nice 155%sys 365%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
11073 root         20   0    0    0    0 I  0.0   0.0   0:09.94 [kworker/5:3]
10834 root         20   0    0    0    0 I  0.0   0.0   0:01.56 [kworker/5:2]
10734 root          0 -20    0    0    0 I  0.0   0.0   0:17.01 [kworker/u17:1]
10540 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0]
10452 root         20   0    0    0    0 I  0.0   0.0   0:06.82 [kworker/2:2]
 9735 root         20   0    0    0    0 I  0.0   0.0   0:10.14 [kworker/4:2]
 7355 root         20   0    0    0    0 I  0.0   0.0   1:11.95 [kworker/u16:4]
 6038 system       20   0  98M  10M 8.3M S  0.0   0.1   0:45.29 vendor.mediatek.hardware.mms@1.5-service
 5828 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5433 root         20   0    0    0    0 I  0.0   0.0   1:12.74 [kworker/u16:8]
 5300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5234 u0_a80       20   0 6.2G 186M 126M S  0.0   2.3   0:14.77 com.yangcong345.pad.systemsetting
 3592 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
 3571 system       20   0 5.1G  71M  49M S  0.0   0.9   0:00.65 com.android.keychain
 3522 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3490 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3293 u0_i9000     10 -10 1.7G 212M 126M S  0.0   2.6   4:42.88 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
 3271 u0_a112      20   0 1.5G  69M  52M S  0.0   0.8   0:00.82 com.android.webview:webview_service
 3172 u0_a86       20   0    0    0    0 Z  0.0   0.0   0:00.01 [ZIDThreadPoolEx]
 3046 u0_a62       20   0 5.1G  77M  53M S  0.0   0.9   0:00.75 com.android.calendar
 2861 system       20   0 5.1G  74M  55M S  0.0   0.9   0:00.67 com.hra.security_manage:hra_provider
 2679 u0_a44       20   0 5.1G  75M  53M S  0.0   0.9   0:00.71 com.android.providers.calendar
 2678 nobody       20   0  34M 1.9M 1.1M S  0.0   0.0   0:00.24 dnslinspirer
 2623 u0_a86       20   0 5.4G  27M 1.5M S  0.0   0.3   1:42.96 enohp.diordna.543gnocgnay.moc
 2570 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2129 u0_a102      20   0 5.4G  90M  69M S  0.0   1.1   0:01.29 com.adups.fota
 2101 u0_a53       20   0 5.2G  97M  77M S  0.0   1.2   0:02.66 android.process.media
 2048 u0_a84       20   0 5.5G  84M  59M S  0.0   1.0   0:01.11 com.debug.loggerui
 2024 u0_a40       20   0 5.1G  88M  65M S  0.0   1.1   0:01.31 android.process.acore
 1934 u0_a78       20   0 5.1G  74M  52M S  0.0   0.9   0:00.62 com.android.printspooler
 1909 u0_a92       20   0 7.1G 238M 178M S  0.0   3.0   0:57.87 com.yangcong345.cloud.ui.launcher
 1890 u0_a88       20   0 5.1G  67M  43M S  0.0   0.8   0:00.54 com.android.smspush
 1870 u0_a69       20   0 6.8G  82M  82M S  0.0   1.0   0:47.76 com.yangcong345.cloud.launcher
 1843 secure_element 20 0 5.1G  62M  43M S  0.0   0.7   0:00.55 com.android.se
 1704 system       20   0 5.1G  86M  63M S  0.0   1.0   0:00.73 com.android.deskclock
 1702 system       20   0  35M 3.7M 3.3M S  0.0   0.0   0:00.66 batterywarning
 1665 root         20   0    0    0    0 I  0.0   0.0   0:03.31 [kworker/7:2]
 1637 bluetooth    20   0 5.7G  84M  73M S  0.0   1.0   0:02.85 com.android.bluetooth
 1611 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1516 u0_a106      20   0 5.2G  87M  69M S  0.0   1.1   0:01.79 com.android.launcher3
 1493 u0_a64       20   0 1.5G  96M  78M S  0.0   1.2   1:07.01 com.google.android.inputmethod.pinyin
 1474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1445 u0_a51       20   0 5.1G  69M  52M S  0.0   0.8   0:00.64 android.ext.services
 1407 system       20   0 5.8G 144M 127M S  0.0   1.8   0:11.55 com.android.settings
 1390 webview_zygote 20 0 1.6G  53M  37M S  0.0   0.6   0:00.25 webview_zygote
 1354 radio        20   0 5.5G  80M  72M S  0.0   1.0   0:07.16 com.android.phone
 1331 network_stack 20  0 5.2G  67M  67M S  0.0   0.8   0:05.21 com.android.networkstack
 1282 wifi         20   0 2.0G  11M  10M S  0.0   0.1   0:00.93 wpa_supplicant -g@android:wpa_wlan0
 1261 u0_a100      20   0 6.7G 165M 150M S  0.0   2.0   2:00.94 com.android.systemui
 1260 root         10 -10    0    0    0 S  0.0   0.0   0:04.65 [rx_thread]
 1259 root         10 -10    0    0    0 S  0.0   0.0   0:11.46 [hif_thread]
 1258 root         10 -10    0    0    0 S  0.0   0.0   0:53.93 [tx_thread]
 1227 wifi         20   0  60M 6.9M 6.3M S  0.0   0.0   0:01.12 android.hardware.wifi@1.0-service-lazy-mediatek
  923 root         20   0    0    0    0 I  0.0   0.0   0:01.53 [kworker/6:2]
  757 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  756 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  644 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  636 root         20   0  34M 3.0M 2.7M S  0.0   0.0   0:00.26 ip6tables-restore --noflush -w -v
  635 root         20   0  34M 3.2M 2.6M S  0.0   0.0   0:00.28 iptables-restore --noflush -w -v
  619 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  618 system       20   0  92M 4.4M 4.3M S  0.0   0.0   0:00.04 netdagent
  616 root         20   0  43M 8.0M 7.3M S  0.0   0.1   0:00.05 update_engine --logtostderr --logtofile --foreground
  615 tombstoned   20   0  34M 2.0M 1.9M S  0.0   0.0   0:00.01 tombstoned
  614 system       20   0 2.0G 5.5M 5.0M S  0.0   0.0   0:00.04 gatekeeperd /data/misc/gatekeeper
  613 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [mtk_wmtd_worker]
  612 root         20   0    0    0    0 S  0.0   0.0   0:00.45 [mtk_wmtd]
  610 mediacodec   20   0 258G  22M  17M S  0.0   0.2   0:37.63 media.swcodec oid.media.swcodec/bin/mediaswcodec
  608 wifi         20   0  34M 2.4M 2.2M S  0.0   0.0   0:00.23 wlan_assistant
  607 system       20   0  81M 8.2M 7.6M S  0.0   0.1   0:00.10 vendor.mediatek.hardware.pq@2.2-service
  606 gps          20   0  59M 3.6M 3.6M S  0.0   0.0   0:02.34 mtk_agpsd
  605 system       20   0 9.1M 2.9M 2.7M S  0.0   0.0   0:01.25 thermalloadalgod
  602 system       20   0  34M 3.4M 3.2M S  0.0   0.0   0:01.11 thermal
  600 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_btm]
  598 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [mtk_stp_psm]
  597 cameraserver 20   0 281M  37M  32M S  0.0   0.4   0:00.89 camerahalserver
  576 mediacodec   20   0  94M  16M  13M S  0.0   0.2   0:27.57 media.codec hw/android.hardware.media.omx@1.0-service
  575 wifi         20   0  38M 5.2M 4.4M S  0.0   0.0   0:04.96 wificond
  573 root         30  10  96M 5.4M 4.4M S  0.0   0.0   0:01.98 storaged
  571 statsd       20   0 129M 6.3M 5.6M S  0.0   0.0   0:01.83 statsd
  569 shell        20   0 2.0G 3.5M 3.3M S  0.0   0.0   0:00.19 netdiag
  568 system       20   0  57M 3.8M 3.6M S  0.0   0.0   0:00.47 mobile_log_d
  567 media        20   0  75M  20M  17M S  0.0   0.2   0:00.98 mediaserver
  566 media        20   0 2.0G  12M  11M S  0.0   0.1   0:00.16 media.metrics diametrics
  565 mediaex      20   0 258G  25M  20M S  0.0   0.3   0:00.53 media.extractor aextractor
  559 media        20   0  15M 5.3M 4.8M S  0.0   0.0   0:00.04 mediadrmserver
  558 keystore     20   0 2.0G 7.0M 6.4M S  0.0   0.0   0:00.05 keystore /data/misc/keystore
  553 root         20   0 161M 6.6M 4.9M S  0.0   0.0   0:02.56 installd
  552 system       20   0  51M  18M  16M S  0.0   0.2   0:00.38 vtservice
  551 system       20   0  34M 3.3M 3.1M S  0.0   0.0   0:00.01 thermald
  550 incidentd    20   0  75M 4.7M 4.3M S  0.0   0.0   0:00.03 incidentd
  548 drm          20   0  46M  17M  15M S  0.0   0.2   0:00.31 drmserver
  547 shell        20   0  10M 3.1M 2.9M S  0.0   0.0   0:00.39 connsyslogger
  546 cameraserver 20   0  39M  14M  12M S  0.0   0.1   0:00.24 cameraserver
  543 system       20   0 108M 3.6M 3.3M S  0.0   0.0   0:00.02 lbs_dbg
  542 gps          20   0  35M 5.3M 5.1M S  0.0   0.0   0:11.06 mnld
  495 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [psimon]
  494 system       20   0 9.4M 3.2M 3.0M S  0.0   0.0   0:22.75 fuelgauged
  488 lmkd         -2   0  34M 2.5M 2.0M S  0.0   0.0   0:00.65 lmkd
  486 gpu_service  20   0 2.0G 5.8M 5.3M S  0.0   0.0   0:00.03 gpuservice
  484 audioserver  20   0 2.4G  27M  22M S  0.0   0.3   0:24.14 audioserver
  483 nobody       20   0  35M 3.6M 3.2M S  0.0   0.0   0:01.31 ashmemd
  481 root         20   0  38M 5.6M 4.9M S  0.0   0.0   0:00.03 vendor.mediatek.hardware.nvram@1.1-service
  480 system       20   0  77M 7.1M 5.8M S  0.0   0.0   0:04.46 vendor.mediatek.hardware.mtkpower@1.0-service
  479 system       20   0  83M 6.9M 6.3M S  0.0   0.0   0:00.04 vendor.mediatek.hardware.gpu@1.0-service
  478 system       20   0 126M 5.0M 4.8M S  0.0   0.0   0:00.06 lbs_hidl_service
  477 system       20   0  16M 3.5M 3.3M S  0.0   0.0   0:07.19 vtservice_hidl
  474 system       20   0  37M 4.5M 4.1M S  0.0   0.0   0:00.01 android.hardware.vibrator@1.0-service
  472 system       20   0  58M 4.2M 4.0M S  0.0   0.0   0:00.62 android.hardware.usb@1.1-service-mediatek
  470 system       20   0  37M 4.4M 4.1M S  0.0   0.0   0:00.02 android.hardware.thermal@1.0-service
  469 system       20   0 352M  37M  34M S  0.0   0.4   0:00.41 android.hardware.neuralnetworks@1.1-service-gpunn
  468 system       20   0 137M 8.8M 8.2M S  0.0   0.1   0:00.08 android.hardware.neuralnetworks@1.1-service-apunn
  467 system       20   0  37M 4.6M 4.1M S  0.0   0.0   0:01.67 android.hardware.memtrack@1.0-service
  466 system       20   0  37M 5.1M 4.6M S  0.0   0.0   0:00.26 android.hardware.light@2.0-service-mediatek
  465 system       20   0  37M 4.7M 4.1M S  0.0   0.0   0:15.92 android.hardware.health@2.0-service
  464 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/144-1124000]
  459 system       20   0 141M  28M  25M S  0.0   0.3   0:03.26 android.hardware.graphics.allocator@2.0-service
  458 system       20   0  78M 7.0M 6.4M S  0.0   0.0   0:00.05 android.hardware.gnss@2.0-service-mediatek
  457 system       20   0  37M 4.3M 4.0M S  0.0   0.0   0:00.02 android.hardware.gatekeeper@1.0-service
  456 media        20   0  18M 6.2M 5.8M S  0.0   0.0   0:00.05 android.hardware.drm@1.2-service.widevine
  455 media        20   0  60M 6.5M 6.0M S  0.0   0.0   0:00.03 android.hardware.drm@1.2-service.clearkey
  454 media        20   0  20M 6.6M 6.2M S  0.0   0.0   0:00.05 android.hardware.drm@1.0-service
  453 system       20   0  58M 4.4M 4.1M S  0.0   0.0   0:00.02 android.hardware.configstore@1.1-service
  452 media        20   0  15M 4.0M 3.8M S  0.0   0.0   0:00.03 android.hardware.cas@1.1-service
  451 bluetooth    20   0 111M 4.7M 4.3M S  0.0   0.0   0:00.43 android.hardware.bluetooth@1.0-service-mediatek
  450 audioserver  20   0  46M  12M  12M S  0.0   0.1   1:38.28 android.hardware.audio@5.0-service-mediatek
  449 system       20   0  37M 4.5M 4.0M S  0.0   0.0   0:00.04 android.hidl.allocator@1.0-service
  447 root         20   0 1.6G 136M 121M S  0.0   1.7   0:01.78 zygote
  446 root         20   0 5.1G 154M 132M S  0.0   1.9   0:02.48 zygote64
  445 root         20   0 2.3G 8.8M 7.4M S  0.0   0.1   0:05.31 netd
  425 root         20   0 2.0G 6.6M 6.2M S  0.0   0.0   0:00.04 apexd
  396 system       20   0  34M 2.3M 2.2M S  0.0   0.0   0:00.19 wmt_launcher -p /vendor/firmware/ -o 1
  394 system       20   0 2.0G 5.0M 4.6M S  0.0   0.0   0:00.04 android.hardware.keymaster@4.0-service.trustkernel
  393 system       20   0  94M 6.4M 5.7M S  0.0   0.0   6:02.39 android.system.suspend@1.0-service
  392 system       20   0  75M 3.9M 3.6M S  0.0   0.0   0:00.89 teed --datapath /data/vendor/t6/fs --sptapath /data/vendor/t6/app --systapath /vendor/app/t6 --prot /mnt/vendor/persist/t6 --logpath /data/vendor/t6/tkcore.log --proprefix vendor.trustkernel
  388 root         RT   0  38M 4.6M 4.2M S  0.0   0.0   0:00.36 aee_aed64
  387 root         RT   0  15M 4.0M 3.7M S  0.0   0.0   0:00.34 aee_aed
  383 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [f_mtp]
  381 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  380 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [jbd2/sdc12-8]
  378 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  377 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [jbd2/sdc5-8]
  375 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  374 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [jbd2/sdc6-8]
  372 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  371 root         20   0    0    0    0 S  0.0   0.0   0:00.10 [jbd2/sdc10-8]
  369 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  368 root         20   0    0    0    0 S  0.0   0.0   0:00.10 [jbd2/sdc9-8]
  366 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  365 root         20   0    0    0    0 S  0.0   0.0   0:02.74 [jbd2/sdc49-8]
  355 root         20   0  37M 4.2M 4.0M S  0.0   0.0   0:00.02 android.hardware.boot@1.0-service
  353 root         20   0 147M 6.4M 6.0M S  0.0   0.0   0:00.95 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
  346 system       20   0  35M 2.4M 2.2M S  0.0   0.0   0:00.00 vndservicemanager /dev/vndbinder
  345 system       20   0 2.0G 5.6M 4.7M S  0.0   0.0   0:04.30 hwservicemanager
  344 system       20   0  35M 3.6M 3.1M S  0.0   0.0   0:01.13 servicemanager
  333 root         20   0  38M 6.9M 5.7M S  0.0   0.0   0:40.72 ueventd
  332 root         20   0  38M 6.0M 5.5M S  0.0   0.0   0:00.29 init subcontext u:r:vendor_init:s0 13
  331 root         20   0  39M 6.2M 5.7M S  0.0   0.0   0:01.04 init subcontext u:r:vendor_init:s0 7
  330 root          0 -20    0    0    0 I  0.0   0.0   0:00.20 [kworker/0:1H]
  329 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  328 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/4:1H]
  327 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  326 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  325 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  324 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  323 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  322 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  320 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/7:1H]
  318 root          0 -20    0    0    0 I  0.0   0.0   0:00.33 [kworker/1:1H]
  317 root          0 -20    0    0    0 I  0.0   0.0   0:00.28 [kworker/3:1H]
  316 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  314 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  313 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  312 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  310 root          0 -20    0    0    0 I  0.0   0.0   0:00.30 [kworker/2:1H]
  308 root         20   0    0    0    0 I  0.0   0.0   1:12.24 [kworker/u16:6]
  307 root          0 -20    0    0    0 I  0.0   0.0   0:00.16 [kworker/6:1H]
  306 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  305 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
  304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  303 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  302 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  301 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  299 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  298 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  297 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [jbd2/sdc7-8]
  296 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  295 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  294 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  293 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  292 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  290 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  289 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.16 [kworker/5:1H]
  283 root         RT   0    0    0    0 D  0.0   0.0   0:00.60 [wdtk-7]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
  281 root         RT   0    0    0    0 D  0.0   0.0   0:00.64 [wdtk-6]
  280 root         RT   0    0    0    0 D  0.0   0.0   0:00.73 [wdtk-5]
  279 root         RT   0    0    0    0 D  0.0   0.0   0:00.72 [wdtk-4]
  278 root         RT   0    0    0    0 D  0.0   0.0   0:00.77 [wdtk-3]
  277 root         RT   0    0    0    0 D  0.0   0.0   0:00.79 [wdtk-2]
  276 root         RT   0    0    0    0 D  0.0   0.0   0:00.62 [wdtk-1]
  275 root         RT   0    0    0    0 D  0.0   0.0   0:00.67 [wdtk-0]
  274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
  273 root         20   0    0    0    0 D  0.0   0.0   1:12.02 [charger_thread]
  272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
  271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
  270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
  269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_dump_wq]
  268 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
  267 root         RT   0    0    0    0 S  0.0   0.0   0:00.34 [irq/181-hxcommo]
  266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
  265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mag_polling]
  264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
  263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
  262 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
  261 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
  260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  259 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
  258 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [EEM_CTRL_GPU]
  257 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [EEM_CTRL_CCI]
  256 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [EEM_CTRL_L]
  255 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [EEM_CTRL_2L]
  254 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
  253 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
  252 root         20   0    0    0    0 D  0.0   0.0   0:22.86 [ipi_cpu_dvfs_rt]
  251 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hall_switch]
  250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
  248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
  247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
  246 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
  245 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
  244 root         20   0    0    0    0 D  0.0   0.0   0:02.14 [battery_thread]
  243 root         20   0    0    0    0 D  0.0   0.0   0:02.72 [gauge_coulomb_t]
  242 root         RT   0    0    0    0 S  0.0   0.0   0:00.19 [irq/28-mt6370_p]
  241 root         RT   0    0    0    0 S  0.0   0.0   0:00.10 [type_c_port0]
  240 root         RT   0    0    0    0 S  0.0   0.0   0:00.14 [tcpc_timer_type]
  236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
  235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
  234 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [spi5]
  233 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi4]
  232 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [spi3]
  231 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi2]
  230 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [spi1]
  229 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [spi0]
  228 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
  227 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
  226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
  225 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  224 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  223 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  221 root          0 -20    0    0    0 S  0.0   0.0   0:01.60 [krtatm]
  220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  216 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  215 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  214 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_fb_heap]
  212 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  211 root         RT   0    0    0    0 S  0.0   0.0   0:00.02 [disp_delay_trig]
  210 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
  209 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  208 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
  206 root         RT   0    0    0    0 D  0.0   0.0   0:00.87 [disp_check]
  205 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_idlemgr]
  203 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  202 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  201 root         RT   0    0    0    0 D  0.0   0.0   0:00.70 [hang_detect]
  200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
  199 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
  198 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
  195 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
  194 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
  192 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
  191 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  183 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  182 root         20   0    0    0    0 S  0.0   0.0   0:00.18 [btif_rxd]
  179 root         20   0    0    0    0 S  0.0   0.0   0:22.70 [pbm]
  177 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  140 root         20   0    0    0    0 S  0.0   0.0   0:00.31 [kswapd0]
  139 root         20   0    0    0    0 S  0.0   0.0   0:00.26 [kauditd]
  117 root         20   0    0    0    0 S  0.0   0.0   0:00.55 [tee-log]
  116 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
  115 root         20   0    0    0    0 D  0.0   0.0   0:00.81 [ion_history]
